ChemicalID,ChemicalName,CAS Number,Lab,Qty,Units,Phase,Room,Location,SubLocation,Status,Plasmid Name,Primary Box,Secondary Box,Primary Tube,Secondary Tube,Primary Date Deposited,Secondary Date Deposited,Primary Deposited By,Secondary Deposited By,Primary Preparation/Concentration,Secondary Preparation/Concentration,Primary Reference,Secondary Reference,System,Organism,gene,Fragment Size,Mutations,Vector,Markers,Hosts,Notebook Reference,Source,File,Freezer ID,Freezer Name,Shelf ID,Shelf Name,Rack ID,Rack Name,Drawer ID,Drawer Name,Category ID,Category Name,Box ID,Box Name,Item Group ID,Item Group Name,Item ID,Item Name,Row,Column,Concentration,Volume/Mass,Expires On,Created On,Notes,Catalog #,Packaging,Price,Lot,Item Type,GHS Hazard Codes,SDS URL,Storage Class,Min Stock Level,Reorder Qty
,"2-nitrophenyl-beta-D-galactopyranoside, 99%",,Lab Main,1,vials,,,Refrigerator #1 / Fridge door / Jar 2,Refrigerator #1 / Fridge door / Jar 2,Available,,,,,,,,,,,,,,,,,,,,,,,,,dyn-store-1782413208557-4,Refrigerator #1,shelf-1786383135559,Fridge door,,,,,,,dyn-box-1782413208557-4,Jar 2,,,,"2-nitrophenyl-beta-D-galactopyranoside, 99%",,,,1 g,,2026-08-10T22:48:14.348Z,,,,,,Sample,,,,,
,Pentaethylene glycol monodecyl ether,,Lab Main,1,vials,,,Refrigerator #1 / Fridge door / Jar 2,Refrigerator #1 / Fridge door / Jar 2,Available,,,,,,,,,,,,,,,,,,,,,,,,,dyn-store-1782413208557-4,Refrigerator #1,shelf-1786383135559,Fridge door,,,,,,,dyn-box-1782413208557-4,Jar 2,,,,Pentaethylene glycol monodecyl ether,,,50 % w/v,10 mL,,2026-08-10T22:49:13.290Z,,,,,,Sample,,,,,
,Disuccinimidyl suberate,,Lab Main,1,vials,,,Refrigerator #1 / Fridge door / Jar 3,Refrigerator #1 / Fridge door / Jar 3,Available,,,,,,,,,,,,,,,,,,,,,,,,,dyn-store-1782413208557-4,Refrigerator #1,shelf-1786383135559,Fridge door,,,,,,,dyn-box-1782413208559-43,Jar 3,,,,Disuccinimidyl suberate,,,,50 mg,,2026-08-10T22:50:48.695Z,,,,,,Sample,,,,,
,"5,5-Dithiobis (2-nitrobenzoic acid)",,Lab Main,1,vials,,,Refrigerator #1 / Fridge door / Jar 3,Refrigerator #1 / Fridge door / Jar 3,Available,,,,,,,,,,,,,,,,,,,,,,,,,dyn-store-1782413208557-4,Refrigerator #1,shelf-1786383135559,Fridge door,,,,,,,dyn-box-1782413208559-43,Jar 3,,,,"5,5-Dithiobis (2-nitrobenzoic acid)",,,,1 g,,2026-08-10T22:51:00.865Z,,,,,,Sample,,,,,
,β-NADH,,Lab Main,1,vials,,,Refrigerator #1 / Fridge door / Jar 3,Refrigerator #1 / Fridge door / Jar 3,Available,,,,,,,,,,,,,,,,,,,,,,,,,dyn-store-1782413208557-4,Refrigerator #1,shelf-1786383135559,Fridge door,,,,,,,dyn-box-1782413208559-43,Jar 3,,,,β-NADH,,,,500 mg,,2026-08-10T22:52:00.439Z,,,,,,Sample,,,,,
,Iodoacetamide,,Lab Main,1,vials,,,Refrigerator #1 / Fridge door / Jar 3,Refrigerator #1 / Fridge door / Jar 3,Available,,,,,,,,,,,,,,,,,,,,,,,,,dyn-store-1782413208557-4,Refrigerator #1,shelf-1786383135559,Fridge door,,,,,,,dyn-box-1782413208559-43,Jar 3,,,,Iodoacetamide,,,,5 g,,2026-08-10T22:52:24.653Z,,,,,,Sample,,,,,
,Pepstatin A,,Lab Main,1,vials,,,Refrigerator #1 / Fridge door / Jar 3,Refrigerator #1 / Fridge door / Jar 3,Available,,,,,,,,,,,,,,,,,,,,,,,,,dyn-store-1782413208557-4,Refrigerator #1,shelf-1786383135559,Fridge door,,,,,,,dyn-box-1782413208559-43,Jar 3,,,,Pepstatin A,,,,5 mg,,2026-08-10T22:52:43.246Z,,,,,,Sample,,,,,
,β-NADH,,Lab Main,1,vials,,,Refrigerator #1 / Fridge door / Jar 3,Refrigerator #1 / Fridge door / Jar 3,Available,,,,,,,,,,,,,,,,,,,,,,,,,dyn-store-1782413208557-4,Refrigerator #1,shelf-1786383135559,Fridge door,,,,,,,dyn-box-1782413208559-43,Jar 3,,,,β-NADH,,,,1 g,,2026-08-10T22:53:04.826Z,,,,,,Sample,,,,,
,Carboxypeptidase A,,Lab Main,1,vials,,,Refrigerator #1 / Fridge door / Jar 3,Refrigerator #1 / Fridge door / Jar 3,Available,,,,,,,,,,,,,,,,,,,,,,,,,dyn-store-1782413208557-4,Refrigerator #1,shelf-1786383135559,Fridge door,,,,,,,dyn-box-1782413208559-43,Jar 3,,,,Carboxypeptidase A,,,41 mg/mL,0.22 mL,,2026-08-10T22:53:23.419Z,from bovine pancreas,,,,,Sample,,,,,
,Leucine Aminopeptidase,,Lab Main,1,vials,,,Refrigerator #1 / Fridge door / Jar 4,Refrigerator #1 / Fridge door / Jar 4,Available,,,,,,,,,,,,,,,,,,,,,,,,,dyn-store-1782413208557-4,Refrigerator #1,shelf-1786383135559,Fridge door,,,,,,,dyn-box-1782413208558-19,Jar 4,,,,Leucine Aminopeptidase,,,3.5 mg/mL,0.51 mL,,2026-08-10T22:54:20.289Z,"microsomal, from porcine kidney",,,,,Sample,,,,,
,"2-heptyl-3-hydroxy-4-quinolone, 96.0%",,Lab Main,1,vials,,,Refrigerator #1 / Fridge door / Jar 4,Refrigerator #1 / Fridge door / Jar 4,Available,,,,,,,,,,,,,,,,,,,,,,,,,dyn-store-1782413208557-4,Refrigerator #1,shelf-1786383135559,Fridge door,,,,,,,dyn-box-1782413208558-19,Jar 4,,,,"2-heptyl-3-hydroxy-4-quinolone, 96.0%",,,,10 mg,,2026-08-10T22:55:18.658Z,,,,,,Sample,,,,,
,Vancomycin,,Lab Main,1,vials,,,Refrigerator #1 / Fridge door / Jar 4,Refrigerator #1 / Fridge door / Jar 4,Available,,,,,,,,,,,,,,,,,,,,,,,,,dyn-store-1782413208557-4,Refrigerator #1,shelf-1786383135559,Fridge door,,,,,,,dyn-box-1782413208558-19,Jar 4,,,,Vancomycin,,,,,,2026-08-10T22:56:26.373Z,,,,,,Sample,,,,,
,X-Gal,,Lab Main,1,vials,,,Refrigerator #1 / Fridge door / Jar 4,Refrigerator #1 / Fridge door / Jar 4,Available,,,,,,,,,,,,,,,,,,,,,,,,,dyn-store-1782413208557-4,Refrigerator #1,shelf-1786383135559,Fridge door,,,,,,,dyn-box-1782413208558-19,Jar 4,,,,X-Gal,,,,1 g,,2026-08-10T22:56:49.652Z,,,,,,Sample,,,,,
,"Tris amine, 95%",,Lab Main,1,vials,,,Refrigerator #1 / Fridge door / Jar 4,Refrigerator #1 / Fridge door / Jar 4,Available,,,,,,,,,,,,,,,,,,,,,,,,,dyn-store-1782413208557-4,Refrigerator #1,shelf-1786383135559,Fridge door,,,,,,,dyn-box-1782413208558-19,Jar 4,,,,"Tris amine, 95%",,,,100 mg,,2026-08-10T22:57:26.191Z,,,,,,Sample,,,,,
,"3-maleimidopropionic acid, 97%",,Lab Main,1,vials,,,Refrigerator #1 / Fridge door / Jar 4,Refrigerator #1 / Fridge door / Jar 4,Available,,,,,,,,,,,,,,,,,,,,,,,,,dyn-store-1782413208557-4,Refrigerator #1,shelf-1786383135559,Fridge door,,,,,,,dyn-box-1782413208558-19,Jar 4,,,,"3-maleimidopropionic acid, 97%",,,,250 mg,,2026-08-10T22:57:45.756Z,,,,,,Sample,,,,,
,WesternBright Quantum,,Lab Main,1,vials,,,Refrigerator #1 / 3rd Shelf / Antibody Box,Refrigerator #1 / 3rd Shelf / Antibody Box,Available,,,,,,,,,,,,,,,,,,,,,,,,,dyn-store-1782413208557-4,Refrigerator #1,shelf-1786386659368,3rd Shelf,,,,,,,dyn-box-1782413208559-49,Antibody Box,,,,WesternBright Quantum,1,1,,3.5 mL,,2026-08-10T22:59:09.296Z,Chemiluminescent Detection Reagent Part 1,,,,,Sample,,,,,
,WesternBright Peroxide,,Lab Main,1,vials,,,Refrigerator #1 / 3rd Shelf / Antibody Box,Refrigerator #1 / 3rd Shelf / Antibody Box,Available,,,,,,,,,,,,,,,,,,,,,,,,,dyn-store-1782413208557-4,Refrigerator #1,shelf-1786386659368,3rd Shelf,,,,,,,dyn-box-1782413208559-49,Antibody Box,,,,WesternBright Peroxide,2,1,,,,2026-08-10T23:00:21.326Z,Chemiluminescent Detection Reagent Part 2,,,,,Sample,,,,,
,HRP-Conjugated Streptavidin,,Lab Main,1,vials,,,Refrigerator #1 / 3rd Shelf / Antibody Box,Refrigerator #1 / 3rd Shelf / Antibody Box,Available,,,,,,,,,,,,,,,,,,,,,,,,,dyn-store-1782413208557-4,Refrigerator #1,shelf-1786386659368,3rd Shelf,,,,,,,dyn-box-1782413208559-49,Antibody Box,,,,HRP-Conjugated Streptavidin,5,1,1.25 mg/mL,0.25 mL,,2026-08-10T23:00:46.259Z,,,,,,Sample,,,,,
,Anti-FLAG Tag,,Lab Main,1,vials,,,Refrigerator #1 / 3rd Shelf / Antibody Box,Refrigerator #1 / 3rd Shelf / Antibody Box,Available,,,,,,,,,,,,,,,,,,,,,,,,,dyn-store-1782413208557-4,Refrigerator #1,shelf-1786386659368,3rd Shelf,,,,,,,dyn-box-1782413208559-49,Antibody Box,,,,Anti-FLAG Tag,6,1,,,,2026-08-10T23:01:24.866Z,,,,,,Sample,,,,,
,Mouse Anti His mAb,,Lab Main,1,vials,,,Refrigerator #1 / 3rd Shelf / Antibody Box,Refrigerator #1 / 3rd Shelf / Antibody Box,Available,,,,,,,,,,,,,,,,,,,,,,,,,dyn-store-1782413208557-4,Refrigerator #1,shelf-1786386659368,3rd Shelf,,,,,,,dyn-box-1782413208559-49,Antibody Box,,,,Mouse Anti His mAb,7,1,,,,2026-08-10T23:01:43.461Z,,,,,,Sample,,,,,
,α-Shoc2 Antibody,,Lab Main,1,vials,,,Refrigerator #1 / 3rd Shelf / Antibody Box,Refrigerator #1 / 3rd Shelf / Antibody Box,Available,,,,,,,,,,,,,,,,,,,,,,,,,dyn-store-1782413208557-4,Refrigerator #1,shelf-1786386659368,3rd Shelf,,,,,,,dyn-box-1782413208559-49,Antibody Box,,,,α-Shoc2 Antibody,9,1,,,,2026-08-10T23:02:03.180Z,,,,,,Sample,,,,,
,Streptavidin in Blocking Buffer,,Lab Main,1,vials,,,Refrigerator #1 / 3rd Shelf / Antibody Box,Refrigerator #1 / 3rd Shelf / Antibody Box,Available,,,,,,,,,,,,,,,,,,,,,,,,,dyn-store-1782413208557-4,Refrigerator #1,shelf-1786386659368,3rd Shelf,,,,,,,dyn-box-1782413208559-49,Antibody Box,,,,Streptavidin in Blocking Buffer,3,2,,,,2026-08-10T23:02:46.579Z,,,,,,Sample,,,,,
,α-Pal,,Lab Main,1,vials,,,Refrigerator #1 / 3rd Shelf / Antibody Box,Refrigerator #1 / 3rd Shelf / Antibody Box,Available,,,,,,,,,,,,,,,,,,,,,,,,,dyn-store-1782413208557-4,Refrigerator #1,shelf-1786386659368,3rd Shelf,,,,,,,dyn-box-1782413208559-49,Antibody Box,,,,α-Pal,4,2,,,,2026-08-10T23:03:07.352Z,,,,,,Sample,,,,,
,Anti-CBD monoclonal Antibody,,Lab Main,1,vials,,,Refrigerator #1 / 3rd Shelf / Antibody Box,Refrigerator #1 / 3rd Shelf / Antibody Box,Available,,,,,,,,,,,,,,,,,,,,,,,,,dyn-store-1782413208557-4,Refrigerator #1,shelf-1786386659368,3rd Shelf,,,,,,,dyn-box-1782413208559-49,Antibody Box,,,,Anti-CBD monoclonal Antibody,7,2,,,,2026-08-10T23:04:01.159Z,,,,,,Sample,,,,,
,BAM Lipids,,Lab Main,1,vials,,,Refrigerator #1 / 3rd Shelf / Antibody Box,Refrigerator #1 / 3rd Shelf / Antibody Box,Available,,,,,,,,,,,,,,,,,,,,,,,,,dyn-store-1782413208557-4,Refrigerator #1,shelf-1786386659368,3rd Shelf,,,,,,,dyn-box-1782413208559-49,Antibody Box,,,,BAM Lipids,8,2,,,,2026-08-10T23:04:19.531Z,,,,,,Sample,,,,,
,Mouse monoclonal to RNA polymerase sigma 70,,Lab Main,1,vials,,,Refrigerator #1 / 3rd Shelf / Antibody Box,Refrigerator #1 / 3rd Shelf / Antibody Box,Available,,,,,,,,,,,,,,,,,,,,,,,,,dyn-store-1782413208557-4,Refrigerator #1,shelf-1786386659368,3rd Shelf,,,,,,,dyn-box-1782413208559-49,Antibody Box,,,,Mouse monoclonal to RNA polymerase sigma 70,2,3,,,,2026-08-10T23:04:33.791Z,,,,,,Sample,,,,,
,"Anti HA-tag mAb, mouse",,Lab Main,1,vials,,,Refrigerator #1 / 3rd Shelf / Antibody Box,Refrigerator #1 / 3rd Shelf / Antibody Box,Available,,,,,,,,,,,,,,,,,,,,,,,,,dyn-store-1782413208557-4,Refrigerator #1,shelf-1786386659368,3rd Shelf,,,,,,,dyn-box-1782413208559-49,Antibody Box,,,,"Anti HA-tag mAb, mouse",3,3,,,,2026-08-10T23:05:18.784Z,,,,,,Sample,,,,,
,Streptavidin,,Lab Main,1,vials,,,Refrigerator #1 / 3rd Shelf / Antibody Box,Refrigerator #1 / 3rd Shelf / Antibody Box,Available,,,,,,,,,,,,,,,,,,,,,,,,,dyn-store-1782413208557-4,Refrigerator #1,shelf-1786386659368,3rd Shelf,,,,,,,dyn-box-1782413208559-49,Antibody Box,,,,Streptavidin,4,3,,,,2026-08-10T23:05:46.557Z,,,,,,Sample,,,,,
,α-HA,,Lab Main,1,vials,,,Refrigerator #1 / 3rd Shelf / Antibody Box,Refrigerator #1 / 3rd Shelf / Antibody Box,Available,,,,,,,,,,,,,,,,,,,,,,,,,dyn-store-1782413208557-4,Refrigerator #1,shelf-1786386659368,3rd Shelf,,,,,,,dyn-box-1782413208559-49,Antibody Box,,,,α-HA,5,3,,,,2026-08-10T23:05:59.680Z,,,,,,Sample,,,,,
,Goat anti mouse Kappa-HRP,,Lab Main,1,vials,,,Refrigerator #1 / 3rd Shelf / Antibody Box,Refrigerator #1 / 3rd Shelf / Antibody Box,Available,,,,,,,,,,,,,,,,,,,,,,,,,dyn-store-1782413208557-4,Refrigerator #1,shelf-1786386659368,3rd Shelf,,,,,,,dyn-box-1782413208559-49,Antibody Box,,,,Goat anti mouse Kappa-HRP,6,3,,,,2026-08-10T23:06:19.985Z,,,,,,Sample,,,,,
,Anti-His (C-term)/AP Ab,,Lab Main,1,vials,,,Refrigerator #1 / 3rd Shelf / Antibody Box,Refrigerator #1 / 3rd Shelf / Antibody Box,Available,,,,,,,,,,,,,,,,,,,,,,,,,dyn-store-1782413208557-4,Refrigerator #1,shelf-1786386659368,3rd Shelf,,,,,,,dyn-box-1782413208559-49,Antibody Box,,,,Anti-His (C-term)/AP Ab,7,3,,,,2026-08-10T23:07:01.023Z,,,,,,Sample,,,,,
,6x his tag monoclonal antibody,,Lab Main,1,vials,,,Refrigerator #1 / 3rd Shelf / Antibody Box,Refrigerator #1 / 3rd Shelf / Antibody Box,Available,,,,,,,,,,,,,,,,,,,,,,,,,dyn-store-1782413208557-4,Refrigerator #1,shelf-1786386659368,3rd Shelf,,,,,,,dyn-box-1782413208559-49,Antibody Box,,,,6x his tag monoclonal antibody,9,3,,,,2026-08-10T23:07:23.277Z,,,,,,Sample,,,,,
,"Goat anti rabbit IgG, HRP Conjugate",,Lab Main,1,vials,,,Refrigerator #1 / 3rd Shelf / Antibody Box,Refrigerator #1 / 3rd Shelf / Antibody Box,Available,,,,,,,,,,,,,,,,,,,,,,,,,dyn-store-1782413208557-4,Refrigerator #1,shelf-1786386659368,3rd Shelf,,,,,,,dyn-box-1782413208559-49,Antibody Box,,,,"Goat anti rabbit IgG, HRP Conjugate",1,4,,,,2026-08-10T23:07:48.977Z,,,,,,Sample,,,,,
,HRP Donkey α RAB,,Lab Main,1,vials,,,Refrigerator #1 / 3rd Shelf / Antibody Box,Refrigerator #1 / 3rd Shelf / Antibody Box,Available,,,,,,,,,,,,,,,,,,,,,,,,,dyn-store-1782413208557-4,Refrigerator #1,shelf-1786386659368,3rd Shelf,,,,,,,dyn-box-1782413208559-49,Antibody Box,,,,HRP Donkey α RAB,2,4,,,,2026-08-10T23:08:18.542Z,,,,,,Sample,,,,,
,Purified anti-c-Myc,,Lab Main,1,vials,,,Refrigerator #1 / 3rd Shelf / Antibody Box,Refrigerator #1 / 3rd Shelf / Antibody Box,Available,,,,,,,,,,,,,,,,,,,,,,,,,dyn-store-1782413208557-4,Refrigerator #1,shelf-1786386659368,3rd Shelf,,,,,,,dyn-box-1782413208559-49,Antibody Box,,,,Purified anti-c-Myc,3,4,,,,2026-08-10T23:09:17.427Z,,,,,,Sample,,,,,
,Streptavidin in Blocking Buffer,,Lab Main,1,vials,,,Refrigerator #1 / 3rd Shelf / Antibody Box,Refrigerator #1 / 3rd Shelf / Antibody Box,Available,,,,,,,,,,,,,,,,,,,,,,,,,dyn-store-1782413208557-4,Refrigerator #1,shelf-1786386659368,3rd Shelf,,,,,,,dyn-box-1782413208559-49,Antibody Box,,,,Streptavidin in Blocking Buffer,4,4,,,,2026-08-10T23:09:55.633Z,,,,,,Sample,,,,,
,α-ompF,,Lab Main,1,vials,,,Refrigerator #1 / 3rd Shelf / Antibody Box,Refrigerator #1 / 3rd Shelf / Antibody Box,Available,,,,,,,,,,,,,,,,,,,,,,,,,dyn-store-1782413208557-4,Refrigerator #1,shelf-1786386659368,3rd Shelf,,,,,,,dyn-box-1782413208559-49,Antibody Box,,,,α-ompF,5,4,,,,2026-08-10T23:10:47.660Z,,,,,,Sample,,,,,
,αlamB trimer,,Lab Main,1,vials,,,Refrigerator #1 / 3rd Shelf / Antibody Box,Refrigerator #1 / 3rd Shelf / Antibody Box,Available,,,,,,,,,,,,,,,,,,,,,,,,,dyn-store-1782413208557-4,Refrigerator #1,shelf-1786386659368,3rd Shelf,,,,,,,dyn-box-1782413208559-49,Antibody Box,,,,αlamB trimer,6,4,,,,2026-08-10T23:11:11.350Z,,,,,,Sample,,,,,
,α-OmpA,,Lab Main,1,vials,,,Refrigerator #1 / 3rd Shelf / Antibody Box,Refrigerator #1 / 3rd Shelf / Antibody Box,Available,,,,,,,,,,,,,,,,,,,,,,,,,dyn-store-1782413208557-4,Refrigerator #1,shelf-1786386659368,3rd Shelf,,,,,,,dyn-box-1782413208559-49,Antibody Box,,,,α-OmpA,8,4,,,,2026-08-10T23:12:04.680Z,,,,,,Sample,,,,,
,HisProbe-HRP,,Lab Main,1,vials,,,Refrigerator #1 / 3rd Shelf / Antibody Box,Refrigerator #1 / 3rd Shelf / Antibody Box,Available,,,,,,,,,,,,,,,,,,,,,,,,,dyn-store-1782413208557-4,Refrigerator #1,shelf-1786386659368,3rd Shelf,,,,,,,dyn-box-1782413208559-49,Antibody Box,,,,HisProbe-HRP,9,4,,,,2026-08-10T23:12:39.409Z,,,,,,Sample,,,,,
,NMDAR,,Lab Main,1,vials,,,Refrigerator #1 / 3rd Shelf / Antibody Box,Refrigerator #1 / 3rd Shelf / Antibody Box,Available,,,,,,,,,,,,,,,,,,,,,,,,,dyn-store-1782413208557-4,Refrigerator #1,shelf-1786386659368,3rd Shelf,,,,,,,dyn-box-1782413208559-49,Antibody Box,,,,NMDAR,2,5,,,,2026-08-10T23:13:00.786Z,,,,,,Sample,,,,,
,αlamB denatured,,Lab Main,1,vials,,,Refrigerator #1 / 3rd Shelf / Antibody Box,Refrigerator #1 / 3rd Shelf / Antibody Box,Available,,,,,,,,,,,,,,,,,,,,,,,,,dyn-store-1782413208557-4,Refrigerator #1,shelf-1786386659368,3rd Shelf,,,,,,,dyn-box-1782413208559-49,Antibody Box,,,,αlamB denatured,7,5,,,,2026-08-10T23:14:28.509Z,,,,,,Sample,,,,,
,6x His negative control lysate,,Lab Main,1,vials,,,Refrigerator #1 / 3rd Shelf / Antibody Box,Refrigerator #1 / 3rd Shelf / Antibody Box,Available,,,,,,,,,,,,,,,,,,,,,,,,,dyn-store-1782413208557-4,Refrigerator #1,shelf-1786386659368,3rd Shelf,,,,,,,dyn-box-1782413208559-49,Antibody Box,,,,6x His negative control lysate,9,5,,,,2026-08-10T23:15:07.099Z,,,,,,Sample,,,,,
,Goat α mouse IgG,,Lab Main,1,vials,,,Refrigerator #1 / 3rd Shelf / Antibody Box,Refrigerator #1 / 3rd Shelf / Antibody Box,Available,,,,,,,,,,,,,,,,,,,,,,,,,dyn-store-1782413208557-4,Refrigerator #1,shelf-1786386659368,3rd Shelf,,,,,,,dyn-box-1782413208559-49,Antibody Box,,,,Goat α mouse IgG,1,6,,,,2026-08-10T23:15:33.733Z,,,,,,Sample,,,,,
,"ML 70-I, pMS 1088 + Biotin",,Lab Main,1,vials,,,Refrigerator #1 / 3rd Shelf / Antibody Box,Refrigerator #1 / 3rd Shelf / Antibody Box,Available,,,,,,,,,,,,,,,,,,,,,,,,,dyn-store-1782413208557-4,Refrigerator #1,shelf-1786386659368,3rd Shelf,,,,,,,dyn-box-1782413208559-49,Antibody Box,,,,"ML 70-I, pMS 1088 + Biotin",2,6,,,,2026-08-10T23:15:57.224Z,,,,,,Sample,,,,,
,high sensitivity streptavidin-HRP,,Lab Main,1,vials,,,Refrigerator #1 / 3rd Shelf / Antibody Box,Refrigerator #1 / 3rd Shelf / Antibody Box,Available,,,,,,,,,,,,,,,,,,,,,,,,,dyn-store-1782413208557-4,Refrigerator #1,shelf-1786386659368,3rd Shelf,,,,,,,dyn-box-1782413208559-49,Antibody Box,,,,high sensitivity streptavidin-HRP,4,6,,,,2026-08-10T23:16:27.834Z,,,,,,Sample,,,,,
,rabbit polyclonal IgG,,Lab Main,1,vials,,,Refrigerator #1 / 3rd Shelf / Antibody Box,Refrigerator #1 / 3rd Shelf / Antibody Box,Available,,,,,,,,,,,,,,,,,,,,,,,,,dyn-store-1782413208557-4,Refrigerator #1,shelf-1786386659368,3rd Shelf,,,,,,,dyn-box-1782413208559-49,Antibody Box,,,,rabbit polyclonal IgG,5,6,,,,2026-08-10T23:16:55.692Z,,,,,,Sample,,,,,
,Affinity purified rabbit anti-HA,,Lab Main,1,vials,,,Refrigerator #1 / 3rd Shelf / Antibody Box,Refrigerator #1 / 3rd Shelf / Antibody Box,Available,,,,,,,,,,,,,,,,,,,,,,,,,dyn-store-1782413208557-4,Refrigerator #1,shelf-1786386659368,3rd Shelf,,,,,,,dyn-box-1782413208559-49,Antibody Box,,,,Affinity purified rabbit anti-HA,8,6,,,,2026-08-10T23:17:10.223Z,,,,,,Sample,,,,,
,"Mouse cerebrum lysate, positive control",,Lab Main,1,vials,,,Refrigerator #1 / 3rd Shelf / Antibody Box,Refrigerator #1 / 3rd Shelf / Antibody Box,Available,,,,,,,,,,,,,,,,,,,,,,,,,dyn-store-1782413208557-4,Refrigerator #1,shelf-1786386659368,3rd Shelf,,,,,,,dyn-box-1782413208559-49,Antibody Box,,,,"Mouse cerebrum lysate, positive control",2,7,,,,2026-08-10T23:17:33.938Z,,,,,,Sample,,,,,
,Anti-CaM Kinase II mAb,,Lab Main,1,vials,,,Refrigerator #1 / 3rd Shelf / Antibody Box,Refrigerator #1 / 3rd Shelf / Antibody Box,Available,,,,,,,,,,,,,,,,,,,,,,,,,dyn-store-1782413208557-4,Refrigerator #1,shelf-1786386659368,3rd Shelf,,,,,,,dyn-box-1782413208559-49,Antibody Box,,,,Anti-CaM Kinase II mAb,3,7,,,,2026-08-10T23:18:08.251Z,,,,,,Sample,,,,,
,Goat anti rabbit IgG polyclonal,,Lab Main,1,vials,,,Refrigerator #1 / 3rd Shelf / Antibody Box,Refrigerator #1 / 3rd Shelf / Antibody Box,Available,,,,,,,,,,,,,,,,,,,,,,,,,dyn-store-1782413208557-4,Refrigerator #1,shelf-1786386659368,3rd Shelf,,,,,,,dyn-box-1782413208559-49,Antibody Box,,,,Goat anti rabbit IgG polyclonal,6,7,,,,2026-08-10T23:18:39.333Z,,,,,,Sample,,,,,
,Anti-mCherry,,Lab Main,1,vials,,,Refrigerator #1 / 3rd Shelf / Antibody Box,Refrigerator #1 / 3rd Shelf / Antibody Box,Available,,,,,,,,,,,,,,,,,,,,,,,,,dyn-store-1782413208557-4,Refrigerator #1,shelf-1786386659368,3rd Shelf,,,,,,,dyn-box-1782413208559-49,Antibody Box,,,,Anti-mCherry,7,7,,,,2026-08-10T23:19:08.608Z,,,,,,Sample,,,,,
,Anti-FLAG M2,,Lab Main,1,vials,,,Refrigerator #1 / 3rd Shelf / Antibody Box,Refrigerator #1 / 3rd Shelf / Antibody Box,Available,,,,,,,,,,,,,,,,,,,,,,,,,dyn-store-1782413208557-4,Refrigerator #1,shelf-1786386659368,3rd Shelf,,,,,,,dyn-box-1782413208559-49,Antibody Box,,,,Anti-FLAG M2,3,8,,,,2026-08-10T23:19:25.817Z,,,,,,Sample,,,,,
,"Rabbit pAb anti-FAK, phosphospecific antibody",,Lab Main,1,vials,,,Refrigerator #1 / 3rd Shelf / Antibody Box,Refrigerator #1 / 3rd Shelf / Antibody Box,Available,,,,,,,,,,,,,,,,,,,,,,,,,dyn-store-1782413208557-4,Refrigerator #1,shelf-1786386659368,3rd Shelf,,,,,,,dyn-box-1782413208559-49,Antibody Box,,,,"Rabbit pAb anti-FAK, phosphospecific antibody",4,8,,,,2026-08-10T23:19:41.483Z,,,,,,Sample,,,,,
,Goat anti rabbit IgG polyclonal,,Lab Main,1,vials,,,Refrigerator #1 / 3rd Shelf / Antibody Box,Refrigerator #1 / 3rd Shelf / Antibody Box,Available,,,,,,,,,,,,,,,,,,,,,,,,,dyn-store-1782413208557-4,Refrigerator #1,shelf-1786386659368,3rd Shelf,,,,,,,dyn-box-1782413208559-49,Antibody Box,,,,Goat anti rabbit IgG polyclonal,6,8,,,,2026-08-10T23:20:46.194Z,,,,,,Sample,,,,,
,Anti-mCherry,,Lab Main,1,vials,,,Refrigerator #1 / 3rd Shelf / Antibody Box,Refrigerator #1 / 3rd Shelf / Antibody Box,Available,,,,,,,,,,,,,,,,,,,,,,,,,dyn-store-1782413208557-4,Refrigerator #1,shelf-1786386659368,3rd Shelf,,,,,,,dyn-box-1782413208559-49,Antibody Box,,,,Anti-mCherry,7,8,,,,2026-08-10T23:20:58.417Z,,,,,,Sample,,,,,
,"Anti-mCherry, rabbit",,Lab Main,1,vials,,,Refrigerator #1 / 3rd Shelf / Antibody Box,Refrigerator #1 / 3rd Shelf / Antibody Box,Available,,,,,,,,,,,,,,,,,,,,,,,,,dyn-store-1782413208557-4,Refrigerator #1,shelf-1786386659368,3rd Shelf,,,,,,,dyn-box-1782413208559-49,Antibody Box,,,,"Anti-mCherry, rabbit",7,9,,,,2026-08-10T23:21:09.954Z,,,,,,Sample,,,,,
,Anti-HA Affinity Matrix,,Lab Main,1,vials,,,Refrigerator #1 / 3rd Shelf / Antibody Box,Refrigerator #1 / 3rd Shelf / Antibody Box,Available,,,,,,,,,,,,,,,,,,,,,,,,,dyn-store-1782413208557-4,Refrigerator #1,shelf-1786386659368,3rd Shelf,,,,,,,dyn-box-1782413208559-49,Antibody Box,,,,Anti-HA Affinity Matrix,9,8,,,,2026-08-10T23:21:20.560Z,,,,,,Sample,,,,,
,Anti-Pal antibody,,Lab Main,1,vials,,,Refrigerator #1 / 3rd Shelf / Antibody Box,Refrigerator #1 / 3rd Shelf / Antibody Box,Available,,,,,,,,,,,,,,,,,,,,,,,,,dyn-store-1782413208557-4,Refrigerator #1,shelf-1786386659368,3rd Shelf,,,,,,,dyn-box-1782413208559-49,Antibody Box,,,,Anti-Pal antibody,1,9,,,,2026-08-10T23:21:38.008Z,,,,,,Sample,,,,,
